company_id,year,cfo,cfi,cff,pat,cfo_quality_score,cfo_quality_label,cfo_sign,cfi_sign,cff_sign,pattern_label,data_status
SBIN,2022,57695.0,-2652.0,-3845.0,37183.0,1.5516499475566792,High Quality,+,-,-,Shareholder Returns,Available
SBIN,2023,-86014.0,-966.0,6386.0,57750.0,-1.4894199134199133,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SBIN,2024,21632.0,-3476.0,-9896.0,69543.0,0.31105934457817463,Accrual Risk,+,-,-,Reinvestor,Available
SHREECEM,2013,1260.0,-270.0,-982.0,1004.0,1.254980079681275,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2014,1401.0,-1234.0,-156.0,787.0,1.7801778907242694,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2015,1239.0,-990.0,-259.0,426.0,2.908450704225352,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2016,1566.0,-1265.0,-271.0,1143.0,1.3700787401574803,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2017,2202.0,-2048.0,-167.0,1339.0,1.6445108289768484,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2018,1879.0,-3595.0,1726.0,1384.0,1.3576589595375723,High Quality,+,-,+,Mixed,Available
SHREECEM,2019,2080.0,-720.0,-1276.0,1015.0,2.0492610837438425,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2020,3973.0,-5590.0,1581.0,1544.0,2.573186528497409,High Quality,+,-,+,Mixed,Available
SHREECEM,2021,4254.0,-2651.0,-1233.0,2337.0,1.8202824133504494,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2022,2668.0,-2143.0,-849.0,1269.0,2.102442868400315,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2023,2569.0,-2405.0,-277.0,2369.0,1.084423807513719,High Quality,+,-,-,Shareholder Returns,Available
SHREECEM,2024,3347.0,-1418.0,-1710.0,1733.0,1.93133294864397,High Quality,+,-,-,Shareholder Returns,Available
SHRIRAMFIN,2013,-8359.0,-41.0,9060.0,1463.0,-5.713602187286398,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2014,-4055.0,-112.0,5010.0,1358.0,-2.9860088365243005,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2015,-9611.0,-45.0,7836.0,1028.0,-9.349221789883268,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2016,-5507.0,-36.0,2822.0,1184.0,-4.6511824324324325,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2017,-2677.0,-2.0,3017.0,1266.0,-2.1145339652448656,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2018,-13142.0,86.0,13014.0,2549.0,-5.155747351902707,Accrual Risk,-,+,+,Distress Signal,Available
SHRIRAMFIN,2019,-5535.0,-76.0,5550.0,2576.0,-2.1486801242236027,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2020,-2464.0,-55.0,4579.0,2512.0,-0.9808917197452229,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2021,-4239.0,-25.0,12226.0,2499.0,-1.6962785114045618,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2022,-8859.0,-34.0,8505.0,2721.0,-3.2557883131201764,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SHRIRAMFIN,2023,-17625.0,5076.0,11820.0,6020.0,-2.9277408637873754,Accrual Risk,-,+,+,Distress Signal,Available
SHRIRAMFIN,2024,-31101.0,-258.0,27609.0,7399.0,-4.203405865657522,Accrual Risk,-,-,+,Growth Funded by Debt,Available
SIEMENS,2011,3.0,264.0,-196.0,868.0,0.0034562211981566822,Accrual Risk,+,+,-,Liquidating Assets,Available
SIEMENS,2014,608.0,130.0,-220.0,603.0,1.0082918739635158,High Quality,+,+,-,Liquidating Assets,Available
SIEMENS,2015,574.0,646.0,-245.0,1174.0,0.4889267461669506,Accrual Risk,+,+,-,Liquidating Assets,Available
SIEMENS,2016,513.0,237.0,-1614.0,2914.0,0.17604667124227866,Accrual Risk,+,+,-,Liquidating Assets,Available
SIEMENS,2017,573.0,1321.0,-285.0,1137.0,0.503957783641161,Moderate,+,+,-,Liquidating Assets,Available
SIEMENS,2018,100.0,-174.0,-305.0,901.0,0.11098779134295228,Accrual Risk,+,-,-,Reinvestor,Available
SIEMENS,2019,1273.0,-1135.0,-312.0,1099.0,1.1583257506824385,High Quality,+,-,-,Shareholder Returns,Available
SIEMENS,2020,720.0,871.0,-386.0,769.0,0.9362808842652796,Moderate,+,+,-,Liquidating Assets,Available
SIEMENS,2021,1422.0,-2389.0,-502.0,1089.0,1.3057851239669422,High Quality,+,-,-,Shareholder Returns,Available
SIEMENS,2022,978.0,-34.0,-392.0,1543.0,0.6338302009073234,Moderate,+,-,-,Reinvestor,Available
SIEMENS,2023,1400.0,-759.0,-450.0,1962.0,0.7135575942915392,Moderate,+,-,-,Reinvestor,Available
SIEMENS,2024,1670.0,-502.0,-523.0,2718.0,0.6144223693892568,Moderate,+,-,-,Reinvestor,Available
SUNPHARMA,2013,3357.0,-2375.0,-665.0,3469.0,0.9677140386278467,Moderate,+,-,-,Reinvestor,Available
SUNPHARMA,2014,3959.0,-2176.0,507.0,3879.0,1.0206238721319927,High Quality,+,-,+,Mixed,Available
SUNPHARMA,2015,5616.0,-1502.0,-1187.0,5476.0,1.0255661066471877,High Quality,+,-,-,Shareholder Returns,Available
SUNPHARMA,2016,6686.0,-3949.0,-1889.0,5658.0,1.1816896429833863,High Quality,+,-,-,Shareholder Returns,Available
SUNPHARMA,2017,7082.0,-4186.0,-2285.0,7846.0,0.9026255416772878,Moderate,+,-,-,Reinvestor,Available
SUNPHARMA,2018,3907.0,-3104.0,-1539.0,2542.0,1.536978756884343,High Quality,+,-,-,Shareholder Returns,Available
SUNPHARMA,2019,2196.0,-310.0,-2731.0,3208.0,0.6845386533665836,Moderate,+,-,-,Reinvestor,Available
SUNPHARMA,2020,6555.0,-2225.0,-5715.0,4172.0,1.571188878235858,High Quality,+,-,-,Shareholder Returns,Available
SUNPHARMA,2021,6170.0,407.0,-5980.0,2272.0,2.715669014084507,High Quality,+,+,-,Liquidating Assets,Available
SUNPHARMA,2022,8985.0,-5556.0,-5193.0,3389.0,2.6512245500147538,High Quality,+,-,-,Shareholder Returns,Available
SUNPHARMA,2023,4959.0,-7220.0,2376.0,8513.0,0.5825208504639963,Moderate,+,-,+,Mixed,Available
SUNPHARMA,2024,12135.0,-763.0,-6710.0,9610.0,1.2627471383975026,High Quality,+,-,-,Shareholder Returns,Available
TATACONSUM,2013,173.0,24.0,186.0,445.0,0.3887640449438202,Accrual Risk,+,+,+,Cash Accumulator,Available
TATACONSUM,2014,422.0,-1.0,-363.0,510.0,0.8274509803921568,Moderate,+,-,-,Reinvestor,Available
TATACONSUM,2015,418.0,-207.0,-392.0,273.0,1.531135531135531,High Quality,+,-,-,Shareholder Returns,Available
TATACONSUM,2016,116.0,145.0,-282.0,-37.0,-3.135135135135135,Accrual Risk,+,+,-,Liquidating Assets,Available
TATACONSUM,2017,741.0,145.0,-816.0,455.0,1.6285714285714286,High Quality,+,+,-,Liquidating Assets,Available
TATACONSUM,2018,356.0,-31.0,-30.0,556.0,0.6402877697841727,Moderate,+,-,-,Reinvestor,Available
TATACONSUM,2019,210.0,53.0,-224.0,457.0,0.45951859956236324,Accrual Risk,+,+,-,Liquidating Assets,Available
TATACONSUM,2020,1082.0,-622.0,-308.0,460.0,2.3521739130434782,High Quality,+,-,-,Shareholder Returns,Available
TATACONSUM,2021,1656.0,-346.0,-426.0,930.0,1.7806451612903227,High Quality,+,-,-,Shareholder Returns,Available
TATACONSUM,2022,1516.0,-1317.0,-995.0,1015.0,1.4935960591133004,High Quality,+,-,-,Shareholder Returns,Available
TATACONSUM,2023,1461.0,-834.0,-714.0,1320.0,1.106818181818182,High Quality,+,-,-,Shareholder Returns,Available
TATACONSUM,2024,1937.0,-1911.0,256.0,1215.0,1.594238683127572,High Quality,+,-,+,Mixed,Available
TATAMOTORS,2013,22163.0,-22969.0,-1692.0,9976.0,2.2216319165998395,High Quality,+,-,-,Shareholder Returns,Available
TATAMOTORS,2014,36151.0,-27991.0,-3883.0,14050.0,2.5730249110320287,High Quality,+,-,-,Shareholder Returns,Available
TATAMOTORS,2015,35531.0,-36232.0,5201.0,14073.0,2.524763731969019,High Quality,+,-,+,Mixed,Available
TATAMOTORS,2016,37900.0,-36694.0,-3795.0,11678.0,3.2454187360849462,High Quality,+,-,-,Shareholder Returns,Available
TATAMOTORS,2017,30199.0,-39571.0,6205.0,7557.0,3.9961624983459045,High Quality,+,-,+,Mixed,Available
TATAMOTORS,2018,23857.0,-25139.0,2012.0,9091.0,2.6242437575624242,High Quality,+,-,+,Mixed,Available
TATAMOTORS,2019,18891.0,-20878.0,8830.0,-28724.0,-0.6576730260409414,Accrual Risk,+,-,+,Mixed,Available
TATAMOTORS,2020,26633.0,-33115.0,3390.0,-11975.0,-2.2240501043841334,Accrual Risk,+,-,+,Mixed,Available
TATAMOTORS,2021,29001.0,-25672.0,9904.0,-13395.0,-2.1650615901455765,Accrual Risk,+,-,+,Mixed,Available
TATAMOTORS,2022,14283.0,-4444.0,-3380.0,-11309.0,-1.262976390485454,Accrual Risk,+,-,-,Reinvestor,Available
TATAMOTORS,2023,35388.0,-15417.0,-26243.0,2690.0,13.155390334572491,High Quality,+,-,-,Shareholder Returns,Available
TATAMOTORS,2024,67915.0,-22782.0,-37006.0,31807.0,2.135221806520577,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2013,3286.0,-4026.0,-593.0,123.0,26.715447154471544,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2014,6483.0,-3609.0,-3265.0,12.0,540.25,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2015,5981.0,-3865.0,-2239.0,457.0,13.087527352297593,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2016,7415.0,-1805.0,-6183.0,786.0,9.43384223918575,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2017,7014.0,-7373.0,937.0,1100.0,6.376363636363636,High Quality,+,-,+,Mixed,Available
TATAPOWER,2018,6364.0,-1512.0,-4726.0,2611.0,2.4373803140559174,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2019,4574.0,-272.0,-5184.0,2606.0,1.7551803530314658,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2020,7375.0,-493.0,-5110.0,1316.0,5.604103343465046,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2021,8345.0,993.0,-7603.0,1439.0,5.799166087560806,High Quality,+,+,-,Liquidating Assets,Available
TATAPOWER,2022,6693.0,-6250.0,-1183.0,2156.0,3.104359925788497,High Quality,+,-,-,Shareholder Returns,Available
TATAPOWER,2023,7166.0,-7263.0,1341.0,3810.0,1.8808398950131233,High Quality,+,-,+,Mixed,Available
TATAPOWER,2024,12596.0,-9027.0,-4497.0,4280.0,2.9429906542056075,High Quality,+,-,-,Shareholder Returns,Available
TATASTEEL,2013,14035.0,-13099.0,-1780.0,-7272.0,-1.930005500550055,Accrual Risk,+,-,-,Reinvestor,Available
TATASTEEL,2014,13146.0,-15378.0,1015.0,3665.0,3.5869031377899043,High Quality,+,-,+,Mixed,Available
TATASTEEL,2015,11880.0,-9021.0,-2617.0,-3939.0,-3.015993907083016,Accrual Risk,+,-,-,Reinvestor,Available
TATASTEEL,2016,11455.0,-8794.0,-4729.0,-497.0,-23.048289738430583,Accrual Risk,+,-,-,Reinvestor,Available
TATASTEEL,2017,10824.0,-9490.0,-2579.0,-4169.0,-2.5963060686015833,Accrual Risk,+,-,-,Reinvestor,Available
TATASTEEL,2018,8023.0,-11730.0,6640.0,17743.0,0.4521783238460238,Accrual Risk,+,-,+,Mixed,Available
TATASTEEL,2019,25336.0,-29176.0,-673.0,9122.0,2.777461083095812,High Quality,+,-,-,Shareholder Returns,Available
TATASTEEL,2020,20169.0,-14012.0,-1695.0,1174.0,17.179727427597957,High Quality,+,-,-,Shareholder Returns,Available
TATASTEEL,2021,44327.0,-9437.0,-37090.0,8190.0,5.412332112332113,High Quality,+,-,-,Shareholder Returns,Available
TATASTEEL,2022,44381.0,-10905.0,-23401.0,41749.0,1.063043426189849,High Quality,+,-,-,Shareholder Returns,Available
TATASTEEL,2023,21683.0,-18179.0,-6981.0,8075.0,2.6852012383900927,High Quality,+,-,-,Shareholder Returns,Available
TATASTEEL,2024,20301.0,-14253.0,-11097.0,-4910.0,-4.134623217922607,Accrual Risk,+,-,-,Reinvestor,Available
TCS,2013,11615.0,-6038.0,-5729.0,14076.0,0.8251633986928104,Moderate,+,-,-,Reinvestor,Available
TCS,2014,14751.0,-9452.0,-5673.0,19332.0,0.7630353817504656,Moderate,+,-,-,Reinvestor,Available
TCS,2015,19369.0,-1807.0,-17168.0,20060.0,0.9655533399800598,Moderate,+,-,-,Reinvestor,Available
TCS,2016,19109.0,-5010.0,-9666.0,24338.0,0.785150792998603,Moderate,+,-,-,Reinvestor,Available
TCS,2017,25223.0,-16895.0,-11026.0,26357.0,0.9569753765603065,Moderate,+,-,-,Reinvestor,Available
TCS,2018,25067.0,3104.0,-26885.0,25880.0,0.9685857805255024,Moderate,+,+,-,Liquidating Assets,Available
TCS,2019,28593.0,1645.0,-27897.0,31562.0,0.9059311830682466,Moderate,+,+,-,Liquidating Assets,Available
TCS,2020,32369.0,8968.0,-39915.0,32447.0,0.9975960797608407,Moderate,+,+,-,Liquidating Assets,Available
TCS,2021,38802.0,-7956.0,-32634.0,32562.0,1.191634420490142,High Quality,+,-,-,Shareholder Returns,Available
TCS,2022,39949.0,-738.0,-33581.0,38449.0,1.0390127181461157,High Quality,+,-,-,Shareholder Returns,Available
TCS,2023,41965.0,548.0,-47878.0,42303.0,0.9920100229298159,Moderate,+,+,-,Liquidating Assets,Available
TCS,2024,44338.0,6091.0,-48536.0,46099.0,0.9617996051975097,Moderate,+,+,-,Liquidating Assets,Available
TECHM,2013,855.0,-622.0,65.0,1307.0,0.6541698546289212,Moderate,+,-,+,Mixed,Available
TECHM,2014,1596.0,291.0,-972.0,3062.0,0.5212279555845852,Moderate,+,+,-,Liquidating Assets,Available
TECHM,2015,2448.0,-1865.0,-829.0,2659.0,0.9206468597216999,Moderate,+,-,-,Reinvestor,Available
TECHM,2016,3137.0,-1453.0,-496.0,3027.0,1.0363396101750908,High Quality,+,-,-,Shareholder Returns,Available
TECHM,2017,4071.0,-2893.0,-1571.0,2851.0,1.4279200280603297,High Quality,+,-,-,Shareholder Returns,Available
TECHM,2018,3554.0,-3319.0,-269.0,3786.0,0.9387216059165346,Moderate,+,-,-,Reinvestor,Available
TECHM,2019,4432.0,-2104.0,-2251.0,4289.0,1.0333411051527162,High Quality,+,-,-,Shareholder Returns,Available
TECHM,2020,4358.0,1081.0,-4466.0,3897.0,1.1182961252245316,High Quality,+,+,-,Liquidating Assets,Available
TECHM,2021,8094.0,-5433.0,-2987.0,4353.0,1.859407305306685,High Quality,+,-,-,Shareholder Returns,Available
TECHM,2022,5285.0,480.0,-4667.0,5630.0,0.9387211367673179,Moderate,+,+,-,Liquidating Assets,Available
TECHM,2023,5572.0,-226.0,-5078.0,4857.0,1.1472102120650607,High Quality,+,-,-,Shareholder Returns,Available
TECHM,2024,6376.0,-1318.0,-4767.0,2397.0,2.6599916562369628,High Quality,+,-,-,Shareholder Returns,Available
TITAN,2013,553.0,-142.0,-236.0,725.0,0.7627586206896552,Moderate,+,-,-,Reinvestor,Available
TITAN,2014,-555.0,-271.0,497.0,735.0,-0.7551020408163265,Accrual Risk,-,-,+,Growth Funded by Debt,Available
TITAN,2015,503.0,-118.0,-1005.0,816.0,0.616421568627451,Moderate,+,-,-,Reinvestor,Available
TITAN,2016,576.0,-159.0,-505.0,675.0,0.8533333333333334,Moderate,+,-,-,Reinvestor,Available
TITAN,2017,1712.0,-953.0,-166.0,697.0,2.456241032998565,High Quality,+,-,-,Shareholder Returns,Available
TITAN,2018,-51.0,98.0,-252.0,1102.0,-0.04627949183303085,Accrual Risk,-,+,-,Other,Available
TITAN,2019,1243.0,-797.0,-489.0,1389.0,0.8948884089272858,Moderate,+,-,-,Reinvestor,Available
TITAN,2020,-348.0,235.0,-242.0,1493.0,-0.23308774279973207,Accrual Risk,-,+,-,Other,Available
TITAN,2021,4139.0,-2799.0,-1234.0,974.0,4.249486652977413,High Quality,+,-,-,Shareholder Returns,Available
TITAN,2022,-724.0,1165.0,-403.0,2198.0,-0.3293903548680619,Accrual Risk,-,+,-,Other,Available
TITAN,2023,1370.0,-1814.0,457.0,3274.0,0.4184483811850947,Accrual Risk,+,-,+,Mixed,Available
TITAN,2024,1695.0,-189.0,-1329.0,3496.0,0.4848398169336384,Accrual Risk,+,-,-,Reinvestor,Available
TORNTPHARM,2013,153.0,-247.0,20.0,435.0,0.35172413793103446,Accrual Risk,+,-,+,Mixed,Available
TORNTPHARM,2014,599.0,-418.0,86.0,664.0,0.9021084337349398,Moderate,+,-,+,Mixed,Available
TORNTPHARM,2015,810.0,-2113.0,1212.0,751.0,1.0785619174434087,High Quality,+,-,+,Mixed,Available
TORNTPHARM,2016,2742.0,-869.0,-1435.0,1733.0,1.5822273514137335,High Quality,+,-,-,Shareholder Returns,Available
TORNTPHARM,2017,1009.0,-798.0,-193.0,934.0,1.0802997858672376,High Quality,+,-,-,Shareholder Returns,Available
TORNTPHARM,2018,894.0,-4677.0,3417.0,678.0,1.3185840707964602,High Quality,+,-,+,Mixed,Available
TORNTPHARM,2019,1798.0,-246.0,-1314.0,436.0,4.123853211009174,High Quality,+,-,-,Shareholder Returns,Available
TORNTPHARM,2020,1393.0,229.0,-1549.0,1025.0,1.3590243902439025,High Quality,+,+,-,Liquidating Assets,Available
TORNTPHARM,2021,2005.0,-444.0,-1651.0,1252.0,1.601437699680511,High Quality,+,-,-,Shareholder Returns,Available
TORNTPHARM,2022,1803.0,-196.0,-1781.0,777.0,2.3204633204633205,High Quality,+,-,-,Shareholder Returns,Available
TORNTPHARM,2023,2368.0,-2335.0,77.0,1245.0,1.902008032128514,High Quality,+,-,+,Mixed,Available
TORNTPHARM,2024,3266.0,-160.0,-2780.0,1656.0,1.9722222222222223,High Quality,+,-,-,Shareholder Returns,Available
TRENT,2013,31.0,-276.0,147.0,-27.0,-1.1481481481481481,Accrual Risk,+,-,+,Mixed,Available
TRENT,2014,-46.0,-48.0,-50.0,-19.0,2.4210526315789473,High Quality,-,-,-,Pre-Revenue,Available
TRENT,2015,-10.0,-306.0,310.0,129.0,-0.07751937984496124,Accrual Risk,-,-,+,Growth Funded by Debt,Available
TRENT,2016,109.0,-98.0,-13.0,55.0,1.981818181818182,High Quality,+,-,-,Shareholder Returns,Available
TRENT,2017,102.0,-44.0,-51.0,85.0,1.2,High Quality,+,-,-,Shareholder Returns,Available
TRENT,2018,77.0,-4.0,-74.0,87.0,0.8850574712643678,Moderate,+,-,-,Reinvestor,Available
TRENT,2019,21.0,-37.0,37.0,95.0,0.22105263157894736,Accrual Risk,+,-,+,Mixed,Available
TRENT,2020,361.0,-809.0,452.0,106.0,3.4056603773584904,High Quality,+,-,+,Mixed,Available
TRENT,2021,285.0,18.0,-283.0,-181.0,-1.574585635359116,Accrual Risk,+,+,-,Liquidating Assets,Available
TRENT,2022,58.0,56.0,-108.0,35.0,1.6571428571428573,High Quality,+,+,-,Liquidating Assets,Available
TRENT,2023,595.0,-103.0,-491.0,394.0,1.5101522842639594,High Quality,+,-,-,Shareholder Returns,Available
TRENT,2024,1349.0,-508.0,-629.0,1477.0,0.913337846987136,Moderate,+,-,-,Reinvestor,Available
TVSMOTOR,2013,464.0,-120.0,-402.0,198.0,2.3434343434343434,High Quality,+,-,-,Shareholder Returns,Available
TVSMOTOR,2014,470.0,-235.0,-216.0,187.0,2.513368983957219,High Quality,+,-,-,Shareholder Returns,Available
TVSMOTOR,2015,83.0,-415.0,261.0,328.0,0.2530487804878049,Accrual Risk,+,-,+,Mixed,Available
TVSMOTOR,2016,936.0,-605.0,-319.0,429.0,2.1818181818181817,High Quality,+,-,-,Shareholder Returns,Available
TVSMOTOR,2017,689.0,-709.0,-59.0,509.0,1.3536345776031433,High Quality,+,-,-,Shareholder Returns,Available
TVSMOTOR,2018,354.0,-1095.0,897.0,665.0,0.5323308270676692,Moderate,+,-,+,Mixed,Available
TVSMOTOR,2019,-918.0,-1104.0,2210.0,725.0,-1.2662068965517241,Accrual Risk,-,-,+,Growth Funded by Debt,Available
TVSMOTOR,2020,373.0,-1090.0,1619.0,647.0,0.5765069551777434,Moderate,+,-,+,Mixed,Available
TVSMOTOR,2021,1151.0,-882.0,264.0,608.0,1.893092105263158,High Quality,+,-,+,Mixed,Available
TVSMOTOR,2022,-1575.0,-1471.0,2918.0,731.0,-2.1545827633378933,Accrual Risk,-,-,+,Growth Funded by Debt,Available
TVSMOTOR,2023,-4405.0,-1308.0,6118.0,1309.0,-3.3651642475171886,Accrual Risk,-,-,+,Growth Funded by Debt,Available
TVSMOTOR,2024,-1253.0,-1001.0,2759.0,1779.0,-0.7043282743114109,Accrual Risk,-,-,+,Growth Funded by Debt,Available
